source_file,source_line,base_id,new_id
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,77,lli-bb-x-rule.2.031.fair_ball-x-defx-all,lli-bb-x-rule.2.031.fair_ball-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,78,lli-bb-x-rule.2.031.fair_ball-x-note1-all,lli-bb-x-rule.2.031.fair_ball-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,79,lli-bb-x-rule.2.032.fair_territory-x-defx-all,lli-bb-x-rule.2.032.fair_territory-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,80,lli-bb-x-rule.2.033.fielder-x-defx-all,lli-bb-x-rule.2.033.fielder-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,81,lli-bb-x-rule.2.034.fielders_choice-x-def1-all,lli-bb-x-rule.2.034.fielders_choice-x-def1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,82,lli-bb-x-rule.2.034.fielders_choice-def1-note1-all,lli-bb-x-rule.2.034.fielders_choice-def1-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,83,lli-bb-x-rule.2.034.fielders_choice-def1note1-notea-all,lli-bb-x-rule.2.034.fielders_choice-def1note1-notea-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,84,lli-bb-x-rule.2.034.fielders_choice-def1note1-noteb-all,lli-bb-x-rule.2.034.fielders_choice-def1note1-noteb-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,85,lli-bb-x-rule.2.034.fielders_choice-def1note1-notec-all,lli-bb-x-rule.2.034.fielders_choice-def1note1-notec-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,86,lli-bb-x-rule.2.035.fly_ball-x-defx-all,lli-bb-x-rule.2.035.fly_ball-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,87,lli-bb-x-rule.2.036.force_play-x-defx-all,lli-bb-x-rule.2.036.force_play-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,88,lli-bb-x-rule.2.036.force_play-x-note1-all,lli-bb-x-rule.2.036.force_play-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,89,lli-bb-x-rule.2.036.force_play-x-ar1-all,lli-bb-x-rule.2.036.force_play-x-ar1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,90,lli-bb-x-rule.2.037.forfeited_game-x-defx-all,lli-bb-x-rule.2.037.forfeited_game-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,91,lli-bb-x-rule.2.037.forfeited_game-x-exc1-int_up,lli-bb-x-rule.2.037.forfeited_game-x-exc1-int_up
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,92,lli-bb-x-rule.2.037.forfeited_game-x-exc2-tb,lli-bb-x-rule.2.037.forfeited_game-x-exc2-tb
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,93,lli-bb-x-rule.2.038.foul_ball-x-defx-all,lli-bb-x-rule.2.038.foul_ball-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,94,lli-bb-x-rule.2.038.foul_ball-x-note1-all,lli-bb-x-rule.2.038.foul_ball-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,95,lli-bb-x-rule.2.038.foul_ball-x-note2-tb,lli-bb-x-rule.2.038.foul_ball-x-note2-tb
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,96,lli-bb-x-rule.2.039.foul_territory-x-defx-all,lli-bb-x-rule.2.039.foul_territory-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,97,lli-bb-x-rule.2.04.foul_tip-x-defx-all,lli-bb-x-rule.2.04.foul_tip-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,98,lli-bb-x-rule.2.041.ground_ball-x-defx-all,lli-bb-x-rule.2.041.ground_ball-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,99,lli-bb-x-rule.2.042.home_team-x-defx-all,lli-bb-x-rule.2.042.home_team-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,100,lli-bb-x-rule.2.043.illegal-x-defx-all,lli-bb-x-rule.2.043.illegal-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,101,lli-bb-x-rule.2.044.illegal_bat-x-defx-all,lli-bb-x-rule.2.044.illegal_bat-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,102,lli-bb-x-rule.2.044.illegal_bat-x-pen1-all,lli-bb-x-rule.2.044.illegal_bat-x-pen1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,103,lli-bb-x-rule.2.045.illegal_pitch-x-defx-all,lli-bb-x-rule.2.045.illegal_pitch-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,104,lli-bb-x-rule.2.045.illegal_pitch-x-defx-all,lli-bb-x-rule.2.045.illegal_pitch-x-defx-all-heeb9ac24
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,105,lli-bb-x-rule.2.045.illegal_pitch-x-defx-all,lli-bb-x-rule.2.045.illegal_pitch-x-defx-all-h02ae386d
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,106,lli-bb-x-rule.2.045.illegal_pitch-x-ar1-all,lli-bb-x-rule.2.045.illegal_pitch-x-ar1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,107,lli-bb-x-rule.2.046.illegally_batted_ball-x-defx-all,lli-bb-x-rule.2.046.illegally_batted_ball-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,108,lli-bb-x-rule.2.047.ineligible_pitcher-x-defx-all,lli-bb-x-rule.2.047.ineligible_pitcher-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,109,lli-bb-x-rule.2.048.ineligible_player-x-defx-all,lli-bb-x-rule.2.048.ineligible_player-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,110,lli-bb-x-rule.2.0489999999999999.infield-x-defx-all,lli-bb-x-rule.2.0489999999999999.infield-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,111,lli-bb-x-rule.2.05.infielder-x-defx-all,lli-bb-x-rule.2.05.infielder-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,112,lli-bb-x-rule.2.051.infield_fly-x-defx-all,lli-bb-x-rule.2.051.infield_fly-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,113,lli-bb-x-rule.2.051.infield_fly-x-rule1-all,lli-bb-x-rule.2.051.infield_fly-x-rule1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,114,lli-bb-x-rule.2.051.infield_fly-x-rule2-all,lli-bb-x-rule.2.051.infield_fly-x-rule2-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,115,lli-bb-x-rule.2.051.infield_fly-x-note1-all,lli-bb-x-rule.2.051.infield_fly-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,116,lli-bb-x-rule.2.051.infield_fly-x-note1-tb,lli-bb-x-rule.2.051.infield_fly-x-note1-tb
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,117,lli-bb-x-rule.2.051.infield_fly-x-ar1-all,lli-bb-x-rule.2.051.infield_fly-x-ar1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,118,lli-bb-x-rule.2.052.in_flight-x-defx-all,lli-bb-x-rule.2.052.in_flight-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,119,lli-bb-x-rule.2.052.in_flight-x-note1-maj_up,lli-bb-x-rule.2.052.in_flight-x-note1-maj_up
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,120,lli-bb-x-rule.2.053.in_jeopardy-x-defx-all,lli-bb-x-rule.2.053.in_jeopardy-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,121,lli-bb-x-rule.2.054.inning-x-defx-all,lli-bb-x-rule.2.054.inning-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,122,lli-bb-x-rule.2.055.interference-x-defx-all,lli-bb-x-rule.2.055.interference-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,123,lli-bb-x-rule.2.0559999999999999.offensive_interference-x-defx-all,lli-bb-x-rule.2.0559999999999999.offensive_interference-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,124,lli-bb-x-rule.2.0559999999999999.offensive_interference-x-ar1-all,lli-bb-x-rule.2.0559999999999999.offensive_interference-x-ar1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,125,lli-bb-x-rule.2.0569999999999999.defensive_interference-x-defx-all,lli-bb-x-rule.2.0569999999999999.defensive_interference-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,126,lli-bb-x-rule.2.0579999999999999.umpires_interference-x-defx-all,lli-bb-x-rule.2.0579999999999999.umpires_interference-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,127,lli-bb-x-rule.2.0579999999999999.umpires_interference-x-defx-all,lli-bb-x-rule.2.0579999999999999.umpires_interference-x-defx-all-h63e3c33b
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,128,lli-bb-x-rule.2.0579999999999999.umpires_interference-x-defx-all,lli-bb-x-rule.2.0579999999999999.umpires_interference-x-defx-all-hc3a3da67
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,129,lli-bb-x-rule.2.0579999999999999.umpires_interference-x-ar1-all,lli-bb-x-rule.2.0579999999999999.umpires_interference-x-ar1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,130,lli-bb-x-rule.2.0589999999999999.spectator_interference-x-defx-all,lli-bb-x-rule.2.0589999999999999.spectator_interference-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,131,lli-bb-x-rule.2.0599999999999999.league-x-defx-all,lli-bb-x-rule.2.0599999999999999.league-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,132,lli-bb-x-rule.2.0609999999999999.legal-x-defx-all,lli-bb-x-rule.2.0609999999999999.legal-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,133,lli-bb-x-rule.2.062.line_drive-x-defx-all,lli-bb-x-rule.2.062.line_drive-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,134,lli-bb-x-rule.2.0629999999999999.live_ball-x-defx-all,lli-bb-x-rule.2.0629999999999999.live_ball-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,135,lli-bb-x-rule.2.0639999999999999.manager-x-defx-all,lli-bb-x-rule.2.0639999999999999.manager-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,136,lli-bb-x-rule.2.0639999999999999.manager-x-rulea-all,lli-bb-x-rule.2.0639999999999999.manager-x-rulea-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,137,lli-bb-x-rule.2.0639999999999999.manager-x-ruleb-all,lli-bb-x-rule.2.0639999999999999.manager-x-ruleb-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,138,lli-bb-x-rule.2.0639999999999999.manager-x-note1-all,lli-bb-x-rule.2.0639999999999999.manager-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,139,lli-bb-x-rule.2.0649999999999999.obstruction-x-defx-all,lli-bb-x-rule.2.0649999999999999.obstruction-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,140,lli-bb-x-rule.2.0649999999999999.obstruction-x-note1-all,lli-bb-x-rule.2.0649999999999999.obstruction-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,141,lli-bb-x-rule.2.0659999999999999.offense-x-defx-all,lli-bb-x-rule.2.0659999999999999.offense-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,142,lli-bb-x-rule.2.0669999999999999.official_rules-x-defx-all,lli-bb-x-rule.2.0669999999999999.official_rules-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,143,lli-bb-x-rule.2.0679999999999999.official_scorer-x-defx-all,lli-bb-x-rule.2.0679999999999999.official_scorer-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,144,lli-bb-x-rule.2.0689999999999999.out-x-defx-all,lli-bb-x-rule.2.0689999999999999.out-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,145,lli-bb-x-rule.2.0699999999999999.outfield-x-defx-all,lli-bb-x-rule.2.0699999999999999.outfield-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,146,lli-bb-x-rule.2.0709999999999999.outfielder-x-defx-all,lli-bb-x-rule.2.0709999999999999.outfielder-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,147,lli-bb-x-rule.2.0719999999999999.overslide-x-defx-all,lli-bb-x-rule.2.0719999999999999.overslide-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,148,lli-bb-x-rule.2.0729999999999999.penalty-x-defx-all,lli-bb-x-rule.2.0729999999999999.penalty-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,149,lli-bb-x-rule.2.0739999999999999.person-x-defx-all,lli-bb-x-rule.2.0739999999999999.person-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,150,lli-bb-x-rule.2.0749999999999999.pitch-x-defx-all,lli-bb-x-rule.2.0749999999999999.pitch-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,151,lli-bb-x-rule.2.0759999999999999.pitcher-x-defx-all,lli-bb-x-rule.2.0759999999999999.pitcher-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,152,lli-bb-x-rule.2.0769999999999999.pivot_foot-x-defx-all,lli-bb-x-rule.2.0769999999999999.pivot_foot-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,153,lli-bb-x-rule.2.0779999999999999.play-x-defx-all,lli-bb-x-rule.2.0779999999999999.play-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,154,lli-bb-x-rule.2.0789999999999999.quick_return-x-defx-all,lli-bb-x-rule.2.0789999999999999.quick_return-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,155,lli-bb-x-rule.2.0799999999999999.regulation_game-x-defx-all,lli-bb-x-rule.2.0799999999999999.regulation_game-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,156,lli-bb-x-rule.2.0809999999999999.retouch-x-defx-all,lli-bb-x-rule.2.0809999999999999.retouch-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,157,lli-bb-x-rule.2.0819999999999999.run-x-defx-all,lli-bb-x-rule.2.0819999999999999.run-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,158,lli-bb-x-rule.2.0829999999999999.rundown-x-defx-all,lli-bb-x-rule.2.0829999999999999.rundown-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,159,lli-bb-x-rule.2.0839999999999999.runner-x-defx-all,lli-bb-x-rule.2.0839999999999999.runner-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,160,lli-bb-x-rule.2.0849999999999999.safe-x-defx-all,lli-bb-x-rule.2.0849999999999999.safe-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,161,lli-bb-x-rule.2.0859999999999999.set_position-x-defx-all,lli-bb-x-rule.2.0859999999999999.set_position-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,162,lli-bb-x-rule.2.0869999999999999.strike-x-defx-all,lli-bb-x-rule.2.0869999999999999.strike-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,163,lli-bb-x-rule.2.0869999999999999.strike-x-defa-all,lli-bb-x-rule.2.0869999999999999.strike-x-defa-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,164,lli-bb-x-rule.2.0869999999999999.strike-x-defb-all,lli-bb-x-rule.2.0869999999999999.strike-x-defb-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,165,lli-bb-x-rule.2.0869999999999999.strike-x-defc-all,lli-bb-x-rule.2.0869999999999999.strike-x-defc-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,166,lli-bb-x-rule.2.0869999999999999.strike-x-defd-all,lli-bb-x-rule.2.0869999999999999.strike-x-defd-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,167,lli-bb-x-rule.2.0869999999999999.strike-x-defe-all,lli-bb-x-rule.2.0869999999999999.strike-x-defe-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,168,lli-bb-x-rule.2.0869999999999999.strike-x-deff-all,lli-bb-x-rule.2.0869999999999999.strike-x-deff-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,169,lli-bb-x-rule.2.0869999999999999.strike-x-defg-all,lli-bb-x-rule.2.0869999999999999.strike-x-defg-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,170,lli-bb-x-rule.2.0869999999999999.strike-x-note1-tb,lli-bb-x-rule.2.0869999999999999.strike-x-note1-tb
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,171,lli-bb-x-rule.2.0879999999999999.strike_zone-x-defx-all,lli-bb-x-rule.2.0879999999999999.strike_zone-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,172,lli-bb-x-rule.2.0889999999999999.suspended_game-x-defx-all,lli-bb-x-rule.2.0889999999999999.suspended_game-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,173,lli-bb-x-rule.2.0899999999999999.tag-x-defx-all,lli-bb-x-rule.2.0899999999999999.tag-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,174,lli-bb-x-rule.2.0909999999999999.throw-x-defx-all,lli-bb-x-rule.2.0909999999999999.throw-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,175,lli-bb-x-rule.2.0919999999999999.tie_game-x-defx-all,lli-bb-x-rule.2.0919999999999999.tie_game-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,176,lli-bb-x-rule.2.0929999999999999.time-x-defx-all,lli-bb-x-rule.2.0929999999999999.time-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,177,lli-bb-x-rule.2.0939999999999999.touch-x-defx-all,lli-bb-x-rule.2.0939999999999999.touch-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,178,lli-bb-x-rule.2.0949999999999999.triple_play-x-defx-all,lli-bb-x-rule.2.0949999999999999.triple_play-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,179,lli-bb-x-rule.2.0959999999999999.wild_pitch-x-defx-all,lli-bb-x-rule.2.0959999999999999.wild_pitch-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,180,lli-bb-x-rule.2.0969999999999999.wind_up_position-x-defx-all,lli-bb-x-rule.2.0969999999999999.wind_up_position-x-defx-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,12,lli-bb-x-rule.3.01-x-rulex-all,lli-bb-x-rule.3.01-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,13,lli-bb-x-rule.3.01.a-x-rulex-all,lli-bb-x-rule.3.01.a-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,14,lli-bb-x-rule.3.01.a-x-note1-all,lli-bb-x-rule.3.01.a-x-note1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,15,lli-bb-x-rule.3.01.a-x-pen1-all,lli-bb-x-rule.3.01.a-x-pen1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,16,lli-bb-x-rule.3.01.b-x-rulex-all,lli-bb-x-rule.3.01.b-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,17,lli-bb-x-rule.3.01.c-x-rulex-all,lli-bb-x-rule.3.01.c-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,18,lli-bb-x-rule.3.01.d-x-rulex-all,lli-bb-x-rule.3.01.d-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,19,lli-bb-x-rule.3.01.e-x-rulex-all,lli-bb-x-rule.3.01.e-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,20,lli-bb-x-rule.3.01.e.1-x-rulex-all,lli-bb-x-rule.3.01.e.1-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,21,lli-bb-x-rule.3.01.e.2-x-rulex-all,lli-bb-x-rule.3.01.e.2-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,22,lli-bb-x-rule.3.01.e.3-x-rulex-all,lli-bb-x-rule.3.01.e.3-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,23,lli-bb-x-rule.3.02-x-rulex-all,lli-bb-x-rule.3.02-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,24,lli-bb-x-rule.3.02-x-pen1-all,lli-bb-x-rule.3.02-x-pen1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,25,lli-bb-x-rule.3.03-x-rulex-all,lli-bb-x-rule.3.03-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,26,lli-bb-x-rule.3.03.a-x-rulex-all,lli-bb-x-rule.3.03.a-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,27,lli-bb-x-rule.3.03.a-x-ar1-all,lli-bb-x-rule.3.03.a-x-ar1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,28,lli-bb-x-rule.3.03.a-x-note1-all,lli-bb-x-rule.3.03.a-x-note1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,29,lli-bb-x-rule.3.03.b-x-rulex-all,lli-bb-x-rule.3.03.b-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,30,lli-bb-x-rule.3.03.c-x-rulex-all,lli-bb-x-rule.3.03.c-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,31,lli-bb-x-rule.3.03.c-x-rulex-int_up,lli-bb-x-rule.3.03.c-x-rulex-int_up
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,32,lli-bb-x-rule.3.03.c-x-note1-all,lli-bb-x-rule.3.03.c-x-note1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,33,lli-bb-x-rule.3.03.c-note1-ex1-all,lli-bb-x-rule.3.03.c-note1-ex1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,34,lli-bb-x-rule.3.03.d-x-rulex-all,lli-bb-x-rule.3.03.d-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,35,lli-bb-x-rule.3.03.e-x-rulex-all,lli-bb-x-rule.3.03.e-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,36,lli-bb-x-rule.3.03.e-x-note1-all,lli-bb-x-rule.3.03.e-x-note1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,37,lli-bb-x-rule.3.03.e-x-note2-all,lli-bb-x-rule.3.03.e-x-note2-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,38,lli-bb-x-rule.3.03.e-x-note3-all,lli-bb-x-rule.3.03.e-x-note3-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,39,lli-bb-x-rule.3.04-x-rulex-all,lli-bb-x-rule.3.04-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,40,lli-bb-x-rule.3.04-x-llo1-all,lli-bb-x-rule.3.04-x-llo1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,41,lli-bb-x-rule.3.04-x-note1-all,lli-bb-x-rule.3.04-x-note1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,42,lli-bb-x-rule.3.04-x-note2-all,lli-bb-x-rule.3.04-x-note2-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,43,lli-bb-x-rule.3.04-x-note3-all,lli-bb-x-rule.3.04-x-note3-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,44,lli-bb-x-rule.3.04-note3-ex1-all,lli-bb-x-rule.3.04-note3-ex1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,45,lli-bb-x-rule.3.05.a-x-rulex-all,lli-bb-x-rule.3.05.a-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,46,lli-bb-x-rule.3.05.b-x-rulex-all,lli-bb-x-rule.3.05.b-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,47,lli-bb-x-rule.3.06-x-rulex-all,lli-bb-x-rule.3.06-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,48,lli-bb-x-rule.3.07-x-rulex-all,lli-bb-x-rule.3.07-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,49,lli-bb-x-rule.3.08.a-x-rulex-all,lli-bb-x-rule.3.08.a-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,50,lli-bb-x-rule.3.08.a.1-x-rulex-all,lli-bb-x-rule.3.08.a.1-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,51,lli-bb-x-rule.3.08.a.2-x-rulex-all,lli-bb-x-rule.3.08.a.2-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,52,lli-bb-x-rule.3.08.a.3-x-rulex-all,lli-bb-x-rule.3.08.a.3-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,53,lli-bb-x-rule.3.08.a.4-x-rulex-all,lli-bb-x-rule.3.08.a.4-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,54,lli-bb-x-rule.3.08.b-x-rulex-all,lli-bb-x-rule.3.08.b-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,55,lli-bb-x-rule.3.09-x-rulex-all,lli-bb-x-rule.3.09-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,56,lli-bb-x-rule.3.1.a-x-rulex-all,lli-bb-x-rule.3.1.a-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,57,lli-bb-x-rule.3.1.b-x-rulex-all,lli-bb-x-rule.3.1.b-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,58,lli-bb-x-rule.3.11-x-rulex-all,lli-bb-x-rule.3.11-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,59,lli-bb-x-rule.3.12-x-rulex-all,lli-bb-x-rule.3.12-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,60,lli-bb-x-rule.3.13-x-rulex-all,lli-bb-x-rule.3.13-x-rulex-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,61,lli-bb-x-rule.3.13-x-ar1-all,lli-bb-x-rule.3.13-x-ar1-all
RULE_3_Game_Preliminaries.stable.20250928-2214.jsonl,62,lli-bb-x-rule.3.15-x-rulex-all,lli-bb-x-rule.3.15-x-rulex-all
